DOEID,REGIONC,DIVISION,state_postal,BA_climate,TOTALBTU,TOTALDOL
113700,SOUTH,East South Central,TN,Mixed-Humid,206965.84,3468.99
113701,SOUTH,South Atlantic,DC,Mixed-Humid,112673.71,1912.22
113702,SOUTH,West South Central,OK,Mixed-Humid,63498.01,1315.36
113703,SOUTH,West South Central,TX,Hot-Humid,75709.18,1954.91
113704,WEST,Pacific,CA,Marine,32151.23,862.22
113705,MIDWEST,West North Central,ND,Cold,142980.78,1795.77
113706,SOUTH,East South Central,TN,Mixed-Humid,39170.8,1213.75
113707,MIDWEST,West North Central,SD,Cold,54339.44,819.12
113708,NORTHEAST,Middle Atlantic,NJ,Mixed-Humid,83453.61,1547.34
113709,WEST,Mountain South,AZ,Hot-Dry,66798.49,832.31
113710,SOUTH,South Atlantic,WV,Cold,71091.72,1581.84
113711,WEST,Pacific,OR,Marine,56068.3,1899.48
113712,WEST,Pacific,WA,Marine,30082.13,911.01
113713,MIDWEST,West North Central,MN,Cold,36438.8,556.96
113714,MIDWEST,West North Central,NE,Cold,63769.9,1048.49
113715,SOUTH,East South Central,AL,Hot-Humid,18279.13,860.29
113716,NORTHEAST,Middle Atlantic,NY,Mixed-Humid,100856.91,1861.47
113717,NORTHEAST,New England,MA,Cold,65177.96,3036.01
113718,NORTHEAST,Middle Atlantic,NJ,Mixed-Humid,265732.39,4366.09
113719,MIDWEST,West North Central,KS,Mixed-Humid,110423.69,1756.33
113720,SOUTH,South Atlantic,GA,Hot-Humid,98148.03,2705.07
113721,WEST,Mountain North,CO,Cold,100850.98,1620.4
113722,WEST,Pacific,CA,Hot-Dry,57238.75,4143.87
113723,SOUTH,South Atlantic,DC,Mixed-Humid,86354.34,1688.1
113724,WEST,Mountain North,ID,Cold,113823.63,1486.19
113725,SOUTH,South Atlantic,DE,Mixed-Humid,78882.59,2503.94
113726,MIDWEST,East North Central,OH,Cold,146756.62,2686.46
113727,MIDWEST,East North Central,IL,Cold,34005.39,983.38
113728,NORTHEAST,New England,ME,Cold,143012.87,2883.03
113729,MIDWEST,East North Central,WI,Cold,64646.52,2799.13
113730,WEST,Mountain North,CO,Cold,84463.16,1080.53
113731,WEST,Pacific,AK,Very-Cold,299808.0,4924.03
113732,MIDWEST,East North Central,IL,Cold,129145.03,1966.06
113733,NORTHEAST,New England,NH,Cold,88812.17,3244.9
113734,NORTHEAST,Middle Atlantic,PA,Cold,18773.24,950.61
113735,SOUTH,South Atlantic,VA,Mixed-Humid,132425.23,3398.8
113736,WEST,Pacific,OR,Cold,26203.89,569.44
113737,SOUTH,West South Central,LA,Hot-Humid,38890.82,1122.62
113738,MIDWEST,West North Central,IA,Cold,108981.24,1432.94
113739,MIDWEST,West North Central,ND,Cold,86967.38,1091.54
113740,NORTHEAST,Middle Atlantic,PA,Mixed-Humid,15067.5,358.53
113741,NORTHEAST,Middle Atlantic,PA,Mixed-Humid,38852.68,894.73
113742,WEST,Mountain South,AZ,Cold,37759.66,1454.7
113743,NORTHEAST,New England,RI,Cold,19340.26,1158.78
113744,WEST,Pacific,CA,Hot-Dry,99908.48,914.99
113745,NORTHEAST,New England,MA,Cold,33752.63,720.54
113746,SOUTH,South Atlantic,DC,Mixed-Humid,38093.32,998.12
113747,NORTHEAST,New England,CT,Cold,44264.24,2805.5
113748,WEST,Mountain North,WY,Cold,39162.69,1021.96
113749,SOUTH,West South Central,TX,Hot-Humid,108632.65,1418.86
113750,NORTHEAST,New England,RI,Cold,98707.32,2799.62
113751,WEST,Pacific,HI,Hot-Humid,8924.98,931.88
113752,SOUTH,South Atlantic,SC,Mixed-Humid,86886.99,3089.02
113753,MIDWEST,East North Central,WI,Cold,164411.07,3430.64
113754,WEST,Pacific,OR,Marine,151972.13,2827.42
113755,NORTHEAST,Middle Atlantic,NY,Cold,176108.32,3638.03
113756,SOUTH,South Atlantic,DE,Mixed-Humid,63122.86,1073.69
113757,MIDWEST,East North Central,WI,Cold,118332.73,1983.95
113758,MIDWEST,East North Central,MI,Cold,64095.08,1511.73
113759,NORTHEAST,Middle Atlantic,PA,Cold,105746.26,3171.38
113760,SOUTH,West South Central,LA,Hot-Humid,95049.7,2482.13
113761,MIDWEST,West North Central,NE,Cold,81800.18,1800.62
113762,SOUTH,East South Central,TN,Mixed-Humid,91069.69,2915.15
113763,MIDWEST,East North Central,OH,Cold,128982.83,1621.43
113764,SOUTH,West South Central,TX,Hot-Humid,23296.57,1114.76
113765,NORTHEAST,Middle Atlantic,NJ,Mixed-Humid,55896.81,2154.39
113766,WEST,Pacific,HI,Hot-Humid,10040.62,922.37
113767,WEST,Pacific,OR,Cold,61909.89,1334.77
113768,SOUTH,West South Central,OK,Mixed-Humid,35096.85,1096.22
113769,NORTHEAST,Middle Atlantic,NY,Mixed-Humid,49763.35,2338.86
113770,WEST,Pacific,OR,Marine,15957.1,769.71
113771,SOUTH,South Atlantic,VA,Mixed-Humid,102751.86,2913.47
113772,WEST,Pacific,CA,Hot-Dry,68391.05,3142.42
113773,SOUTH,West South Central,TX,Hot-Humid,59405.92,1861.72
113774,WEST,Mountain North,MT,Cold,35687.76,1270.33
113775,NORTHEAST,New England,NH,Cold,108438.53,3634.02
113776,SOUTH,East South Central,TN,Mixed-Humid,40858.26,1367.45
113777,NORTHEAST,New England,CT,Cold,85616.19,2660.95
113778,MIDWEST,West North Central,IA,Cold,121691.5,2601.05
113779,MIDWEST,West North Central,ND,Cold,85823.44,962.49
113780,SOUTH,East South Central,TN,Mixed-Humid,51878.87,1292.82
113781,SOUTH,West South Central,AR,Mixed-Humid,124423.04,2259.67
113782,SOUTH,West South Central,OK,Mixed-Humid,79117.28,1594.12
113783,SOUTH,South Atlantic,WV,Mixed-Humid,34891.59,1338.18
113784,WEST,Pacific,AK,Very-Cold,229310.89,6194.92
113785,WEST,Mountain North,MT,Cold,99615.51,1723.7
113786,NORTHEAST,Middle Atlantic,NY,Cold,100879.93,1589.51
113787,SOUTH,West South Central,TX,Hot-Humid,40194.89,1392.27
113788,SOUTH,South Atlantic,GA,Mixed-Humid,30628.12,1170.45
113789,WEST,Pacific,OR,Marine,53146.56,1725.71
113790,NORTHEAST,New England,ME,Cold,112239.0,3451.71
113791,MIDWEST,East North Central,MI,Cold,115500.98,2838.73
113792,SOUTH,East South Central,KY,Mixed-Humid,70402.29,1538.91
113793,MIDWEST,East North Central,IN,Cold,153022.98,2793.06
113794,NORTHEAST,New England,NH,Cold,344191.03,8516.14
113795,NORTHEAST,New England,CT,Cold,79516.08,3006.35
113796,SOUTH,East South Central,AL,Hot-Humid,59728.92,2359.72
113797,WEST,Mountain South,AZ,Hot-Dry,56887.2,2208.83
113798,MIDWEST,East North Central,OH,Cold,119205.82,1401.25
113799,MIDWEST,East North Central,IL,Cold,332599.72,2694.27
113800,SOUTH,South Atlantic,VA,Mixed-Humid,73088.95,2502.85
113801,WEST,Pacific,AK,Very-Cold,44846.41,1274.3
113802,MIDWEST,East North Central,WI,Cold,39839.22,1822.24
113803,SOUTH,West South Central,TX,Hot-Humid,78847.47,2418.95
113804,WEST,Mountain South,NM,Mixed-Dry,72519.19,1060.74
113805,WEST,Mountain North,WY,Cold,33245.39,807.98
113806,SOUTH,South Atlantic,VA,Mixed-Humid,78142.36,3182.47
113807,SOUTH,South Atlantic,NC,Mixed-Humid,67960.59,2014.93
113808,SOUTH,East South Central,TN,Mixed-Humid,156572.05,2988.04
113809,MIDWEST,East North Central,WI,Cold,93825.32,1432.64
113810,SOUTH,East South Central,TN,Mixed-Humid,68874.14,1590.97
113811,SOUTH,East South Central,TN,Mixed-Humid,58969.56,1129.63
113812,WEST,Pacific,WA,Marine,71906.98,2177.69
113813,SOUTH,South Atlantic,FL,Hot-Humid,57319.15,1879.44
113814,WEST,Mountain North,WY,Cold,141251.15,2482.4
113815,SOUTH,West South Central,LA,Hot-Humid,33857.55,991.86
113816,SOUTH,South Atlantic,VA,Mixed-Humid,324031.47,4979.27
113817,NORTHEAST,New England,MA,Cold,114518.23,4146.28
113818,WEST,Pacific,HI,Hot-Humid,43852.0,241.05
113819,SOUTH,East South Central,MS,Mixed-Humid,124812.33,2393.74
113820,MIDWEST,East North Central,OH,Cold,95398.05,3525.72
113821,WEST,Pacific,CA,Hot-Dry,22280.76,733.43
113822,SOUTH,South Atlantic,GA,Hot-Humid,16337.49,810.65
113823,WEST,Pacific,CA,Marine,21296.35,1107.83
113824,MIDWEST,East North Central,IN,Cold,41744.13,1469.14
113825,WEST,Mountain North,ID,Cold,95664.6,1346.51
113826,SOUTH,West South Central,TX,Hot-Humid,67465.16,1853.63
113827,WEST,Pacific,CA,Hot-Dry,101380.56,2744.43
113828,WEST,Pacific,WA,Marine,24863.03,728.89
113829,SOUTH,West South Central,TX,Hot-Humid,66851.88,2518.89
113830,WEST,Pacific,OR,Marine,66646.9,2484.68
113831,WEST,Pacific,AK,Very-Cold,77630.18,1502.47
113832,WEST,Pacific,AK,Very-Cold,106976.36,2053.39
113833,MIDWEST,East North Central,IN,Mixed-Humid,91582.14,2802.7
113834,MIDWEST,West North Central,KS,Mixed-Humid,56295.49,1457.52
113835,WEST,Mountain North,MT,Cold,79882.62,2156.24
113836,SOUTH,South Atlantic,SC,Mixed-Humid,70842.41,1778.31
113837,NORTHEAST,New England,NH,Cold,29225.58,1593.7
113838,SOUTH,East South Central,TN,Mixed-Humid,43796.51,1122.29
113839,MIDWEST,East North Central,WI,Cold,165439.93,2716.48
113840,WEST,Mountain North,ID,Cold,45565.13,1299.92
113841,SOUTH,South Atlantic,NC,Hot-Humid,59815.34,1944.81
113842,WEST,Pacific,HI,Hot-Humid,43704.54,692.46
113843,SOUTH,East South Central,TN,Mixed-Humid,32351.49,1080.06
113844,SOUTH,South Atlantic,FL,Hot-Humid,19596.25,654.55
113845,NORTHEAST,New England,ME,Cold,146507.69,3622.36
113846,SOUTH,East South Central,KY,Mixed-Humid,70944.8,2156.27
113847,SOUTH,South Atlantic,FL,Hot-Humid,12438.42,431.33
113848,SOUTH,South Atlantic,GA,Hot-Humid,39670.12,1844.52
113849,SOUTH,South Atlantic,VA,Mixed-Humid,11527.84,471.86
113850,SOUTH,East South Central,KY,Mixed-Humid,52014.86,1163.49
113851,WEST,Pacific,CA,Hot-Dry,28314.87,1054.68
113852,WEST,Pacific,CA,Marine,42342.97,1153.97
113853,NORTHEAST,Middle Atlantic,NJ,Mixed-Humid,136783.31,2247.32
113854,SOUTH,West South Central,OK,Mixed-Humid,70645.6,1832.12
113855,SOUTH,East South Central,TN,Mixed-Humid,63326.95,1989.69
113856,MIDWEST,West North Central,MN,Cold,59251.63,1040.34
113857,SOUTH,South Atlantic,GA,Mixed-Humid,43786.49,1412.2
113858,WEST,Pacific,OR,Marine,66081.42,1302.31
113859,NORTHEAST,Middle Atlantic,NY,Cold,149486.34,2503.08
113860,SOUTH,South Atlantic,SC,Mixed-Humid,107820.02,2359.04
113861,SOUTH,East South Central,KY,Mixed-Humid,70687.97,2186.96
113862,NORTHEAST,New England,ME,Cold,161850.51,4794.6
113863,WEST,Mountain North,ID,Cold,82256.67,802.86
113864,MIDWEST,West North Central,IA,Cold,53113.21,1416.21
113865,SOUTH,East South Central,TN,Mixed-Humid,37688.03,1223.32
113866,MIDWEST,West North Central,KS,Mixed-Humid,110327.2,2590.39
113867,SOUTH,East South Central,MS,Hot-Humid,78576.26,1832.13
113868,SOUTH,South Atlantic,FL,Hot-Humid,86604.79,3135.29
113869,SOUTH,South Atlantic,NC,Hot-Humid,98578.54,3599.58
113870,MIDWEST,West North Central,MN,Cold,189639.47,2541.32
113871,SOUTH,East South Central,AL,Mixed-Humid,64997.13,2484.26
113872,WEST,Pacific,WA,Marine,110173.78,2237.14
113873,NORTHEAST,New England,MA,Cold,43478.12,1164.63
113874,MIDWEST,West North Central,ND,Cold,142218.13,2469.1
113875,NORTHEAST,New England,MA,Cold,117096.74,3000.35
113876,NORTHEAST,Middle Atlantic,NY,Cold,153639.11,4281.7
113877,SOUTH,West South Central,TX,Hot-Humid,88541.02,2334.26
113878,MIDWEST,West North Central,MO,Mixed-Humid,193369.24,2409.56
113879,SOUTH,West South Central,TX,Hot-Humid,41430.02,2055.89
113880,WEST,Pacific,OR,Marine,98551.86,1981.15
113881,NORTHEAST,Middle Atlantic,NY,Mixed-Humid,29764.73,3658.29
113882,SOUTH,South Atlantic,FL,Hot-Humid,82563.05,2846.15
113883,SOUTH,South Atlantic,NC,Mixed-Humid,74996.5,2031.58
113884,MIDWEST,East North Central,MI,Cold,187487.66,2336.09
113885,SOUTH,South Atlantic,SC,Mixed-Humid,82411.92,2190.71
113886,MIDWEST,West North Central,MO,Mixed-Humid,99681.66,2008.09
113887,WEST,Pacific,CA,Hot-Dry,41533.88,1913.6
113888,WEST,Pacific,OR,Marine,10502.63,401.42
113889,WEST,Mountain North,ID,Cold,175517.8,2330.16
113890,WEST,Pacific,OR,Marine,62281.6,1494.9
113891,MIDWEST,West North Central,MO,Mixed-Humid,166652.91,2503.49
113892,SOUTH,West South Central,OK,Mixed-Humid,7487.35,229.38
113893,MIDWEST,East North Central,WI,Cold,57233.46,1420.25
113894,WEST,Pacific,CA,Hot-Dry,36640.37,1017.53
113895,NORTHEAST,Middle Atlantic,NY,Mixed-Humid,99117.81,2500.84
113896,MIDWEST,East North Central,MI,Cold,149732.29,2334.21
113897,MIDWEST,East North Central,WI,Cold,110002.49,2031.91
113898,WEST,Pacific,OR,Marine,78313.4,1610.12
113899,WEST,Mountain South,NV,Cold,38736.17,685.47
113900,NORTHEAST,New England,MA,Cold,128878.29,3181.15
113901,MIDWEST,East North Central,MI,Cold,12782.39,703.08
113902,NORTHEAST,Middle Atlantic,NY,Mixed-Humid,23695.84,1966.41
113903,MIDWEST,West North Central,ND,Cold,122536.92,1032.33
113904,NORTHEAST,Middle Atlantic,NY,Cold,96221.57,2378.94
113905,MIDWEST,East North Central,IL,Cold,25387.97,898.57
113906,SOUTH,West South Central,OK,Mixed-Humid,54188.46,1765.32
113907,MIDWEST,East North Central,IN,Cold,140045.1,2385.88
113908,WEST,Mountain South,NM,Hot-Dry,83547.84,2616.78
113909,WEST,Pacific,CA,Hot-Dry,115294.81,1772.46
113910,MIDWEST,West North Central,NE,Cold,146675.0,4564.66
113911,MIDWEST,East North Central,IL,Mixed-Humid,40607.87,1249.77
113912,NORTHEAST,Middle Atlantic,PA,Cold,94682.74,2984.93
113913,NORTHEAST,Middle Atlantic,NY,Cold,117432.49,1802.2
113914,SOUTH,West South Central,TX,Hot-Humid,48842.56,1787.4
113915,MIDWEST,West North Central,MN,Very-Cold,115975.38,3241.58
113916,SOUTH,South Atlantic,SC,Hot-Humid,21654.71,831.03
113917,WEST,Pacific,OR,Marine,71385.34,1633.04
113918,SOUTH,South Atlantic,VA,Mixed-Humid,55319.16,1849.11
113919,NORTHEAST,New England,NH,Cold,41436.33,2090.82
113920,MIDWEST,East North Central,WI,Cold,132566.44,2157.63
113921,NORTHEAST,Middle Atlantic,NJ,Mixed-Humid,104397.5,2691.97
113922,SOUTH,South Atlantic,GA,Mixed-Humid,59114.54,1898.59
113923,MIDWEST,East North Central,WI,Cold,175664.38,2958.62
113924,SOUTH,East South Central,KY,Mixed-Humid,81838.17,2350.89
113925,NORTHEAST,Middle Atlantic,NY,Mixed-Humid,41500.24,1883.84
113926,SOUTH,West South Central,AR,Mixed-Humid,72354.44,1813.05
113927,MIDWEST,East North Central,MI,Cold,80698.96,1520.9
113928,MIDWEST,East North Central,IL,Cold,21236.12,742.03
113929,NORTHEAST,Middle Atlantic,NY,Cold,70654.61,3001.26
113930,WEST,Pacific,AK,Very-Cold,35830.89,2288.44
113931,MIDWEST,East North Central,WI,Cold,89636.02,1633.71
113932,NORTHEAST,New England,MA,Cold,155191.95,5310.11
113933,WEST,Mountain North,ID,Cold,82869.41,1208.5
113934,SOUTH,South Atlantic,FL,Hot-Humid,32091.74,1069.07
113935,WEST,Mountain South,AZ,Hot-Dry,59532.83,2124.66
113936,NORTHEAST,Middle Atlantic,NJ,Mixed-Humid,109539.85,1918.15
113937,SOUTH,South Atlantic,SC,Mixed-Humid,93590.96,2858.14
113938,MIDWEST,West North Central,NE,Cold,70488.67,1394.86
113939,WEST,Mountain South,AZ,Hot-Dry,58417.69,2145.79
113940,SOUTH,West South Central,TX,Hot-Humid,47695.14,1522.63
113941,SOUTH,South Atlantic,NC,Mixed-Humid,62637.62,1361.23
113942,MIDWEST,East North Central,IL,Cold,126022.35,2182.32
113943,NORTHEAST,New England,NH,Cold,28563.4,1481.26
113944,MIDWEST,West North Central,NE,Cold,136921.86,1855.38
113945,WEST,Mountain South,AZ,Hot-Dry,144434.81,4768.46
113946,NORTHEAST,New England,MA,Cold,66767.11,2537.6
113947,NORTHEAST,Middle Atlantic,NY,Mixed-Humid,13459.39,1130.38
113948,SOUTH,South Atlantic,FL,Hot-Humid,50639.39,1641.34
113949,SOUTH,West South Central,TX,Hot-Humid,71666.35,2519.68
113950,NORTHEAST,New England,MA,Cold,84533.64,2567.95
113951,MIDWEST,East North Central,IN,Cold,111427.63,2528.61
113952,WEST,Mountain South,AZ,Hot-Dry,142113.78,4257.47
113953,SOUTH,South Atlantic,SC,Mixed-Humid,119446.39,2394.92
113954,SOUTH,East South Central,KY,Mixed-Humid,35821.01,1119.31
113955,SOUTH,South Atlantic,VA,Mixed-Humid,64953.84,1979.97
113956,WEST,Mountain North,UT,Hot-Dry,60548.38,1073.41
113957,MIDWEST,West North Central,KS,Mixed-Humid,93625.52,2268.28
113958,SOUTH,South Atlantic,DC,Mixed-Humid,12915.4,515.84
113959,WEST,Pacific,CA,Hot-Dry,80970.76,2192.32
113960,NORTHEAST,New England,VT,Cold,98825.33,3311.35
113961,WEST,Pacific,CA,Hot-Dry,78447.4,2250.62
113962,WEST,Pacific,CA,Hot-Dry,21667.91,1460.39
113963,WEST,Pacific,HI,Hot-Humid,53164.16,1481.5
113964,WEST,Mountain South,NV,Hot-Dry,413870.73,7659.25
113965,SOUTH,South Atlantic,WV,Cold,122466.7,3424.94
113966,NORTHEAST,New England,RI,Cold,45636.19,1496.96
113967,SOUTH,West South Central,TX,Hot-Humid,12701.34,424.63
113968,SOUTH,West South Central,AR,Mixed-Humid,55526.98,1423.22
113969,WEST,Pacific,CA,Hot-Dry,51222.4,2819.94
113970,NORTHEAST,New England,ME,Cold,148714.94,3277.65
113971,WEST,Mountain South,AZ,Hot-Dry,60212.63,2320.74
113972,SOUTH,East South Central,KY,Mixed-Humid,74039.36,1717.35
113973,WEST,Pacific,AK,Subarctic,209385.03,6147.15
113974,SOUTH,East South Central,TN,Mixed-Humid,162403.17,2196.78
113975,SOUTH,South Atlantic,GA,Mixed-Humid,72766.31,1770.96
113976,SOUTH,East South Central,AL,Mixed-Humid,75904.4,1819.37
113977,MIDWEST,East North Central,IL,Cold,45991.29,924.94
113978,NORTHEAST,Middle Atlantic,NY,Mixed-Humid,16864.83,671.72
113979,WEST,Mountain South,AZ,Hot-Dry,154359.65,4317.8
113980,MIDWEST,West North Central,MN,Cold,12176.79,468.05
113981,NORTHEAST,Middle Atlantic,NJ,Mixed-Humid,79769.59,1405.59
113982,NORTHEAST,Middle Atlantic,PA,Mixed-Humid,72719.03,1745.86
113983,MIDWEST,East North Central,IL,Mixed-Humid,35996.15,1086.62
113984,WEST,Pacific,HI,Hot-Humid,42752.26,3001.04
113985,MIDWEST,East North Central,MI,Cold,176840.02,4715.25
113986,WEST,Mountain South,AZ,Hot-Dry,47613.46,1361.98
113987,SOUTH,South Atlantic,MD,Mixed-Humid,114317.66,2133.86
113988,WEST,Pacific,OR,Marine,49552.9,1953.86
113989,WEST,Mountain South,AZ,Hot-Dry,58843.22,1452.95
113990,MIDWEST,West North Central,ND,Very-Cold,63558.23,1593.46
113991,MIDWEST,East North Central,WI,Cold,16734.57,931.76
113992,NORTHEAST,Middle Atlantic,PA,Cold,110304.79,2044.7
113993,NORTHEAST,Middle Atlantic,NJ,Cold,202984.89,3722.14
113994,WEST,Mountain South,AZ,Hot-Dry,77931.87,2616.94
113995,SOUTH,South Atlantic,FL,Hot-Humid,37521.09,1262.8
113996,NORTHEAST,New England,NH,Cold,31691.96,1155.08
113997,NORTHEAST,Middle Atlantic,NY,Cold,114856.98,1473.72
113998,SOUTH,West South Central,TX,Hot-Humid,62387.98,2244.31
113999,MIDWEST,West North Central,ND,Very-Cold,98291.46,1767.03
114000,MIDWEST,West North Central,MN,Cold,99271.19,1325.93
114001,NORTHEAST,Middle Atlantic,NY,Mixed-Humid,73006.56,2455.05
114002,SOUTH,East South Central,TN,Mixed-Humid,27172.95,883.01
114003,WEST,Pacific,CA,Marine,37420.67,926.74
114004,NORTHEAST,New England,VT,Cold,119189.63,3457.62
114005,NORTHEAST,Middle Atlantic,NY,Cold,73581.21,1986.61
114006,MIDWEST,East North Central,IN,Cold,108797.4,2064.71
114007,SOUTH,South Atlantic,FL,Hot-Humid,31078.67,1130.68
114008,NORTHEAST,New England,CT,Cold,170484.71,6046.37
114009,WEST,Mountain North,CO,Cold,158102.24,2705.89
114010,NORTHEAST,Middle Atlantic,NY,Cold,156123.89,3878.11
114011,MIDWEST,West North Central,MN,Cold,44913.22,524.26
114012,SOUTH,East South Central,TN,Mixed-Humid,72626.58,1832.85
114013,SOUTH,West South Central,TX,Hot-Humid,65998.79,1878.73
114014,MIDWEST,East North Central,IN,Cold,107045.93,2260.24
114015,NORTHEAST,Middle Atlantic,NY,Cold,143762.09,1572.01
114016,NORTHEAST,Middle Atlantic,NY,Mixed-Humid,51796.79,1780.41
114017,NORTHEAST,Middle Atlantic,PA,Mixed-Humid,86487.57,1838.57
114018,NORTHEAST,New England,NH,Cold,38567.95,593.56
114019,WEST,Mountain South,NV,Hot-Dry,86073.73,2203.91
114020,SOUTH,West South Central,LA,Hot-Humid,57763.82,4664.83
114021,SOUTH,South Atlantic,FL,Hot-Humid,72249.16,2395.34
114022,NORTHEAST,Middle Atlantic,NY,Mixed-Humid,31461.13,1129.83
114023,NORTHEAST,Middle Atlantic,NJ,Cold,105852.26,1875.93
114024,MIDWEST,East North Central,WI,Cold,141203.8,2070.03
114025,SOUTH,West South Central,TX,Hot-Dry,19052.64,464.99
114026,WEST,Mountain North,CO,Cold,50674.41,536.09
114027,MIDWEST,West North Central,ND,Very-Cold,92971.47,1110.67
114028,NORTHEAST,New England,NH,Cold,19631.59,1283.97
114029,MIDWEST,West North Central,MO,Mixed-Humid,102140.88,2303.82
114030,MIDWEST,East North Central,MI,Cold,115221.72,1571.96
114031,SOUTH,South Atlantic,MD,Mixed-Humid,92915.01,2821.1
114032,SOUTH,West South Central,TX,Hot-Humid,41825.0,1296.21
114033,MIDWEST,East North Central,OH,Cold,90931.01,1328.18
114034,NORTHEAST,New England,MA,Cold,27369.77,663.96
114035,SOUTH,East South Central,MS,Hot-Humid,58622.19,2034.02
114036,WEST,Pacific,CA,Hot-Dry,99721.72,2700.59
114037,SOUTH,South Atlantic,SC,Hot-Humid,70248.4,2359.83
114038,WEST,Pacific,CA,Marine,75602.51,2145.89
114039,MIDWEST,West North Central,KS,Mixed-Humid,159602.03,2824.62
114040,SOUTH,South Atlantic,WV,Mixed-Humid,7898.24,433.5
114041,SOUTH,South Atlantic,GA,Mixed-Humid,142149.23,4115.31
114042,SOUTH,East South Central,KY,Mixed-Humid,74460.91,1905.35
114043,WEST,Pacific,CA,Hot-Dry,81069.1,2221.73
114044,WEST,Mountain South,NV,Hot-Dry,94439.78,1026.17
114045,WEST,Pacific,WA,Marine,16088.91,566.9
114046,MIDWEST,West North Central,SD,Cold,85811.82,1850.15
114047,SOUTH,South Atlantic,SC,Hot-Humid,122393.63,3541.97
114048,MIDWEST,West North Central,KS,Mixed-Humid,106988.65,2417.55
114049,NORTHEAST,New England,MA,Cold,202154.7,6585.63
114050,WEST,Mountain North,ID,Cold,94377.61,1618.28
114051,WEST,Pacific,HI,Hot-Humid,27261.55,2306.51
114052,NORTHEAST,Middle Atlantic,NY,Cold,176276.74,4486.44
114053,NORTHEAST,New England,CT,Cold,140637.55,5113.94
114054,NORTHEAST,New England,CT,Cold,90824.13,3089.14
114055,SOUTH,West South Central,TX,Hot-Humid,29664.88,991.76
114056,WEST,Pacific,WA,Marine,91799.28,1326.64
114057,MIDWEST,West North Central,MO,Mixed-Humid,25672.11,869.85
114058,WEST,Pacific,WA,Marine,29702.06,849.34
114059,SOUTH,South Atlantic,WV,Mixed-Humid,36514.09,1150.3
114060,NORTHEAST,New England,CT,Cold,110935.37,2664.21
114061,WEST,Pacific,OR,Marine,42502.02,1568.11
114062,MIDWEST,West North Central,MO,Mixed-Humid,69380.79,1791.39
114063,MIDWEST,West North Central,IA,Cold,94614.38,1477.63
114064,WEST,Pacific,WA,Marine,67452.19,1335.49
114065,NORTHEAST,Middle Atlantic,NJ,Mixed-Humid,27106.16,1538.23
114066,MIDWEST,East North Central,IN,Cold,76404.09,1730.47
114067,SOUTH,West South Central,TX,Hot-Humid,18491.3,618.2
114068,NORTHEAST,New England,MA,Cold,47376.2,1568.68
114069,NORTHEAST,New England,MA,Cold,76219.42,1891.63
114070,MIDWEST,West North Central,ND,Very-Cold,69934.33,2523.98
114071,MIDWEST,East North Central,OH,Cold,52596.95,1321.6
114072,WEST,Mountain North,CO,Cold,35338.51,406.41
114073,SOUTH,South Atlantic,MD,Mixed-Humid,79699.5,1574.37
114074,NORTHEAST,New England,CT,Cold,25015.48,1603.94
114075,SOUTH,West South Central,TX,Hot-Humid,12382.83,316.28
114076,SOUTH,West South Central,TX,Hot-Humid,160592.86,5156.73
114077,MIDWEST,East North Central,MI,Cold,83499.3,1572.9
114078,MIDWEST,West North Central,MO,Mixed-Humid,74406.86,1735.01
114079,NORTHEAST,New England,MA,Cold,62584.56,1149.17
114080,SOUTH,East South Central,TN,Mixed-Humid,45692.51,1555.28
114081,NORTHEAST,New England,VT,Cold,37943.85,1100.11
114082,SOUTH,West South Central,TX,Hot-Humid,18052.79,787.35
114083,MIDWEST,East North Central,OH,Cold,58045.58,850.1
114084,SOUTH,West South Central,AR,Mixed-Humid,16604.44,652.61
114085,NORTHEAST,Middle Atlantic,NJ,Mixed-Humid,25874.84,1421.28
114086,WEST,Mountain South,AZ,Hot-Dry,54456.59,2271.79
114087,NORTHEAST,Middle Atlantic,NJ,Mixed-Humid,96778.43,2678.24
114088,WEST,Mountain North,WY,Cold,213214.69,2771.6
114089,MIDWEST,East North Central,IL,Mixed-Humid,103319.88,3096.27
114090,SOUTH,East South Central,KY,Mixed-Humid,88198.06,1713.11
114091,SOUTH,West South Central,TX,Hot-Humid,78358.84,2019.79
114092,WEST,Mountain North,ID,Cold,86999.57,1093.02
114093,WEST,Pacific,CA,Marine,51403.64,918.47
114094,SOUTH,East South Central,TN,Mixed-Humid,38304.16,1341.0
114095,NORTHEAST,New England,NH,Cold,54381.47,2169.4
114096,WEST,Mountain North,ID,Cold,70512.38,1046.75
114097,WEST,Mountain South,NM,Cold,64871.82,1125.76
114098,SOUTH,South Atlantic,VA,Mixed-Humid,81263.42,1522.22
114099,NORTHEAST,Middle Atlantic,PA,Cold,108022.67,2590.69
114100,SOUTH,West South Central,TX,Hot-Humid,30055.21,992.77
114101,WEST,Pacific,CA,Hot-Dry,41836.45,1130.91
114102,WEST,Pacific,OR,Marine,54717.61,1440.67
114103,MIDWEST,East North Central,WI,Cold,38259.5,1731.74
114104,SOUTH,South Atlantic,VA,Mixed-Humid,99984.96,2549.64
114105,WEST,Mountain South,NM,Hot-Dry,33559.01,825.61
114106,SOUTH,South Atlantic,DC,Mixed-Humid,307224.14,4829.33
114107,SOUTH,South Atlantic,FL,Hot-Humid,22792.43,713.18
114108,SOUTH,South Atlantic,SC,Mixed-Humid,16020.38,531.61
